Prestwick Chemical Library ID	Compound Name	Subset	Well	Plate1	Plate2	Plate3	Plate4	NonInfectedToxHit	UZH_mean_numberOfNucleiHit	UZH_mean_numberOfInfectedNucleiHit	UZH_mean_infectionIndexHit	UZH_mean_numberOfPlaquesHit	UZH_mean_totalVirusIntensityHit	UZH_mean_numberOfNuclei_normalized	UZH_mean_numberOfInfectedNuclei_normalized	UZH_mean_infectionIndex_normalized	UZH_mean_numberOfPlaques_normalized	UZH_mean_totalVirusIntensity_normalized	Validation_ongoing
Prestw-178	Mephenesin	B	P14	BSF018293	BSF018297	BSF018301	BSF018305	0						1.088515325	1.151750741	1.055995269	0.933277027	1.037824413	
Prestw-179	Phenformin hydrochloride	B	J15	BSF018293	BSF018297	BSF018301	BSF018305	0						1.067202862	1.042171942	0.982655937	0.924127252	0.866078074	
Prestw-180	Flutamide	B	E16	BSF018293	BSF018297	BSF018301	BSF018305	0						1.013519907	0.99868616	0.979590063	0.979025901	0.935799621	
Prestw-181	Ampyrone	B	K16	BSF018293	BSF018297	BSF018301	BSF018305	0						1.03528568	1.023434093	0.99690047	0.969876126	0.987879587	
Prestw-182	Levamisole hydrochloride	B	L16	BSF018293	BSF018297	BSF018301	BSF018305	0						1.05503903	1.096002953	1.038896795	0.951576577	1.027930581	
Prestw-183	Pargyline hydrochloride	B	M16	BSF018293	BSF018297	BSF018301	BSF018305	0						1.089421946	1.062011491	0.9778672	1.052224099	0.958470415	
Prestw-184	Methocarbamol	B	N16	BSF018293	BSF018297	BSF018301	BSF018305	0						1.025800501	1.093736855	1.057787477	1.052224099	1.074890225	
Prestw-185	Aztreonam	B	O16	BSF018293	BSF018297	BSF018301	BSF018305	0						1.045450826	1.024025249	0.996529916	0.905827703	0.982664836	
Prestw-186	Cloxacillin sodium salt	B	P16	BSF018293	BSF018297	BSF018301	BSF018305	0						1.027009329	1.04330947	1.012820391	0.905827703	1.027483212	
Prestw-187	Catharanthine	B	A17	BSF018293	BSF018297	BSF018301	BSF018305	0						1.001630808	1.074183928	1.074763431	0.942426802	1.056579231	
Prestw-188	Pentolinium bitartrate	B	B17	BSF018293	BSF018297	BSF018301	BSF018305	0						0.991348902	0.856325082	0.872474069	0.80518018	0.796183503	
Prestw-189	Aminopurine, 6-benzyl	B	C17	BSF018293	BSF018297	BSF018301	BSF018305	0						1.042044128	1.020254391	0.97924304	0.878378378	0.891559413	
Prestw-190	Tolbutamide	B	E17	BSF018293	BSF018297	BSF018301	BSF018305	0						1.025340322	1.002018129	0.976161186	0.914977477	0.923215229	
Prestw-191	Midodrine hydrochloride	B	F17	BSF018293	BSF018297	BSF018301	BSF018305	0						1.094655622	1.191438795	1.080458408	1.043074324	1.114377001	
Prestw-192	Thalidomide	B	G17	BSF018293	BSF018297	BSF018301	BSF018305	1						0.66188144	0.559000558	0.848851686	0.896677928	0.617691942	
Prestw-193	Oxolinic acid	B	H17	BSF018293	BSF018297	BSF018301	BSF018305	0						0.777104733	0.757736408	0.991198201	0.960726351	0.842324719	
Prestw-194	Nimesulide	B	I17	BSF018293	BSF018297	BSF018301	BSF018305	0						1.118832183	1.116899416	1.000493504	1.024774775	0.941066954	
Prestw-196	Pentoxifylline	B	J17	BSF018293	BSF018297	BSF018301	BSF018305	0						1.09590566	0.964909664	0.887070379	0.896677928	0.862726139	
Prestw-197	Metaraminol bitartrate	B	K17	BSF018293	BSF018297	BSF018301	BSF018305	0						1.057594053	1.033340432	0.98233587	0.969876126	0.992778984	
Prestw-198	Salbutamol	B	L17	BSF018293	BSF018297	BSF018301	BSF018305	0						1.132294132	1.089025522	0.959623629	0.933277027	0.8703964	
Prestw-199	Prilocaine hydrochloride	B	M17	BSF018293	BSF018297	BSF018301	BSF018305	0						1.03036108	0.981005225	0.95711891	0.914977477	0.884882529	
Prestw-200	Camptothecine (S,+)	B	P17	BSF018293	BSF018297	BSF018301	BSF018305	1						0.39534859	0.198028254	0.517279541	0.311092342	0.449345099	
Prestw-201	Ranitidine hydrochloride	B	A18	BSF018293	BSF018297	BSF018301	BSF018305	0						0.928173899	0.964721569	1.023031806	0.988175676	1.016822172	
Prestw-202	Tiratricol, 3,3',5-triiodothyroacetic acid	B	B18	BSF018293	BSF018297	BSF018301	BSF018305	0						0.959692717	0.985116446	1.016445557	0.969876126	1.003130037	
Prestw-203	Flufenamic acid	B	C18	BSF018293	BSF018297	BSF018301	BSF018305	0						0.966616005	0.906376277	0.952667492	0.960726351	0.891518929	
Prestw-204	Flumequine	B	D18	BSF018293	BSF018297	BSF018301	BSF018305	0						1.011610508	0.992702946	0.989153989	0.905827703	0.929740133	
Prestw-205	Tolfenamic acid	B	E18	BSF018293	BSF018297	BSF018301	BSF018305	0						0.975434955	1.018015165	1.040894724	1.061373874	1.004804455	
Prestw-206	Meclofenamic acid sodium salt monohydrate	B	F18	BSF018293	BSF018297	BSF018301	BSF018305	0						1.035876358	1.121574922	1.082852149	0.99732545	1.092981456	
Prestw-208	Trimethoprim	B	G18	BSF018293	BSF018297	BSF018301	BSF018305	0						1.00406907	1.051433384	1.048379406	1.03392455	1.038266544	
Prestw-209	Metoclopramide monohydrochloride	B	H18	BSF018293	BSF018297	BSF018301	BSF018305	0						0.994164921	0.985385153	0.991582784	0.960726351	0.98320621	
Prestw-210	Fenbendazole	B	J18	BSF018293	BSF018297	BSF018301	BSF018305	0						1.047332751	1.048065587	1.007509146	0.933277027	1.005855539	
Prestw-211	Piroxicam	B	K18	BSF018293	BSF018297	BSF018301	BSF018305	0						1.053239524	1.09939762	1.049598065	1.171171171	1.009327112	
Prestw-212	Pyrantel tartrate	B	L18	BSF018293	BSF018297	BSF018301	BSF018305	0						1.02903549	0.941684404	0.927535298	1.070523649	0.896444658	
Prestw-213	Fenspiride hydrochloride	B	M18	BSF018293	BSF018297	BSF018301	BSF018305	0						0.976114921	0.986665991	1.022728965	0.988175676	1.007781791	
Prestw-214	Gemfibrozil	B	N18	BSF018293	BSF018297	BSF018301	BSF018305	0						1.066495423	1.050860142	0.981380616	1.024774775	0.955709547	
Prestw-215	Mefexamide hydrochloride	B	O18	BSF018293	BSF018297	BSF018301	BSF018305	0						0.814969898	0.860391517	1.048819687	1.052224099	0.999713493	
Prestw-216	Tiapride hydrochloride	B	P18	BSF018293	BSF018297	BSF018301	BSF018305	1						0.766603039	0.807823431	1.05731354	1.235219595	0.863731632	
Prestw-217	Mebendazole	B	A19	BSF018293	BSF018297	BSF018301	BSF018305	1						0.987083662	1.029730799	1.036840095	0.99732545	1.032833066	
Prestw-218	Fenbufen	B	B19	BSF018293	BSF018297	BSF018301	BSF018305	0						0.993100329	0.994306232	1.004505861	1.024774775	0.964424078	
Prestw-219	Ketoprofen	B	C19	BSF018293	BSF018297	BSF018301	BSF018305	0						0.994680047	0.98788413	0.99696693	1.070523649	0.938646908	
Prestw-220	Indapamide	B	E19	BSF018293	BSF018297	BSF018301	BSF018305	0						1.008773883	1.011602019	0.993918521	0.869228604	0.968400436	
Prestw-221	Norfloxacin	B	F19	BSF018293	BSF018297	BSF018301	BSF018305	0						1.093041562	1.18835762	1.08651518	1.189470721	1.090299068	
Prestw-222	Antimycin A	B	G19	BSF018293	BSF018297	BSF018301	BSF018305	1						0.590608663	0.35061812	0.590435341	0.521537162	0.378074997	
Prestw-223	Xylometazoline hydrochloride	B	H19	BSF018293	BSF018297	BSF018301	BSF018305	1						0.731079979	0.688598044	0.947764832	0.924127252	0.735452236	
Prestw-224	Oxymetazoline hydrochloride	B	I19	BSF018293	BSF018297	BSF018301	BSF018305	0						1.065643749	0.992559635	0.934173285	0.905827703	0.893199946	
Prestw-225	Nifenazone	B	J19	BSF018293	BSF018297	BSF018301	BSF018305	0						1.116840364	1.101753287	0.989452167	0.887528153	0.96129348	
Prestw-226	Griseofulvin	B	K19	BSF018293	BSF018297	BSF018301	BSF018305	1						0.679450657	0.598616957	0.906883286	0.869228604	0.659736486	
Prestw-227	Clemizole hydrochloride	B	L19	BSF018293	BSF018297	BSF018301	BSF018305	0						1.096249077	0.986531637	0.897165897	0.896677928	0.832333147	
Prestw-228	Tropicamide	B	M19	BSF018293	BSF018297	BSF018301	BSF018305	0						1.060925198	0.99871303	0.942343565	0.914977477	0.91938349	
Prestw-229	Nefopam hydrochloride	B	N19	BSF018293	BSF018297	BSF018301	BSF018305	0						1.107973336	1.166090749	1.048609172	0.951576577	1.026294621	
Prestw-230	Phentolamine hydrochloride	B	P19	BSF018293	BSF018297	BSF018301	BSF018305	0						1.043541427	1.126304169	1.074929106	0.99732545	1.066130064	
Prestw-231	Etodolac	B	A20	BSF018293	BSF018297	BSF018301	BSF018305	0						0.981142546	0.972066232	1.000393788	0.869228604	0.970758983	
Prestw-232	Scopolamin-N-oxide hydrobromide	B	B20	BSF018293	BSF018297	BSF018301	BSF018305	0						1.035127709	0.942544267	0.90360537	0.860078829	0.840621793	
Prestw-233	Hyoscyamine (L)	B	C20	BSF018293	BSF018297	BSF018301	BSF018305	0						0.988086439	0.886420289	0.897615635	0.914977477	0.868060695	
Prestw-234	Chlorphensin carbamate	B	D20	BSF018293	BSF018297	BSF018301	BSF018305	0						1.019536574	1.032391	1.008772908	0.887528153	0.950053005	
Prestw-236	Dilazep dihydrochloride	B	E20	BSF018293	BSF018297	BSF018301	BSF018305	0						1.027002461	1.17642702	1.140481182	1.097972973	1.203787402	
Prestw-237	Ofloxacin	B	F20	BSF018293	BSF018297	BSF018301	BSF018305	0						1.033225178	1.126958023	1.092178798	1.097972973	1.087179276	
Prestw-238	Lomefloxacin hydrochloride	B	G20	BSF018293	BSF018297	BSF018301	BSF018305	0						0.879662805	0.739849465	0.837111984	1.024774775	0.761527926	
Prestw-239	Orphenadrine hydrochloride	B	H20	BSF018293	BSF018297	BSF018301	BSF018305	0						1.03652885	1.06879187	1.026519691	0.905827703	1.065180251	
Prestw-240	Proglumide	B	J20	BSF018293	BSF018297	BSF018301	BSF018305	0						1.029248409	0.878654651	0.85786333	1.20777027	0.843053443	
Prestw-241	Mexiletine hydrochloride	B	K20	BSF018293	BSF018297	BSF018301	BSF018305	0						1.076681173	0.948652878	0.886811258	1.180320946	0.897764809	
Prestw-242	Flavoxate hydrochloride	B	L20	BSF018293	BSF018297	BSF018301	BSF018305	0						1.122705928	1.073727125	0.953552868	0.887528153	0.973253136	
Prestw-243	Bufexamac	B	M20	BSF018293	BSF018297	BSF018301	BSF018305	0						1.032194927	0.854023157	0.820384606	0.860078829	0.802011404	
Prestw-244	Glutethimide, para-amino	B	N20	BSF018293	BSF018297	BSF018301	BSF018305	1						0.619490038	0.605567517	1.012430476	0.832629505	0.691980537	
Prestw-245	Dropropizine (R,S)	B	O20	BSF018293	BSF018297	BSF018301	BSF018305	0						1.077072669	1.063220674	0.994098987	1.015625	0.986845684	
Prestw-246	Pinacidil	B	P20	BSF018293	BSF018297	BSF018301	BSF018305	0						1.0453478	1.103356573	1.056230177	1.125422297	1.049395889	
Prestw-247	Albendazole	B	A21	BSF018293	BSF018297	BSF018301	BSF018305	0						0.959823215	1.024759715	1.066003384	1.006475225	1.0839612	
Prestw-248	Clonidine hydrochloride	B	B21	BSF018293	BSF018297	BSF018301	BSF018305	0						0.942583679	1.033438958	1.08980035	1.097972973	1.109207591	
Prestw-249	Bupropion hydrochloride	B	C21	BSF018293	BSF018297	BSF018301	BSF018305	0						1.007832921	1.021580014	1.014010177	0.969876126	0.953271811	
Prestw-250	Alprenolol hydrochloride	B	E21	BSF018293	BSF018297	BSF018301	BSF018305	0						0.9773993	1.038257774	1.055900655	0.905827703	1.031641965	
Prestw-251	Chlorothiazide	B	F21	BSF018293	BSF018297	BSF018301	BSF018305	0						1.001740702	1.000746248	1.005879527	0.942426802	0.971897268	
Prestw-252	Diphenidol hydrochloride	B	G21	BSF018293	BSF018297	BSF018301	BSF018305	0						1.03942729	1.16388735	1.112606885	1.043074324	1.105818207	
Prestw-253	Norethindrone	B	H21	BSF018293	BSF018297	BSF018301	BSF018305	0						1.000641767	0.879854876	0.893652499	0.951576577	0.883685651	
Prestw-254	Nortriptyline hydrochloride	B	I21	BSF018293	BSF018297	BSF018301	BSF018305	0						1.045533246	1.057076235	1.007152366	1.015625	0.988760568	
Prestw-255	Niflumic acid	B	J21	BSF018293	BSF018297	BSF018301	BSF018305	0						0.988491672	0.782475385	0.802145624	0.82347973	0.767199743	
Prestw-256	Isotretinoin	B	K21	BSF018293	BSF018297	BSF018301	BSF018305	0						0.988965587	0.762779146	0.775426474	0.759431306	0.720485241	
Prestw-257	Retinoic acid	B	L21	BSF018293	BSF018297	BSF018301	BSF018305	0						1.032036955	0.974977227	0.943832353	0.933277027	0.921690526	
Prestw-258	Antazoline hydrochloride	B	M21	BSF018293	BSF018297	BSF018301	BSF018305	0						1.073123372	0.937680667	0.875645242	0.942426802	0.872027836	
Prestw-259	Ethacrynic acid	B	N21	BSF018293	BSF018297	BSF018301	BSF018305	0						1.056673695	0.905158138	0.851656344	0.960726351	0.868518109	
Prestw-260	Praziquantel	B	P21	BSF018293	BSF018297	BSF018301	BSF018305	1						0.57157649	0.657472792	1.159087896	1.399915541	0.84624789	
Prestw-261	Ethisterone	B	A22	BSF018293	BSF018297	BSF018301	BSF018305	0						0.954136229	1.037800972	1.088721109	1.107122748	1.076300694	
Prestw-262	Triprolidine hydrochloride	B	B22	BSF018293	BSF018297	BSF018301	BSF018305	0						1.014783682	0.940681231	0.929330918	0.960726351	0.878071962	
Prestw-263	Doxepin hydrochloride	B	C22	BSF018293	BSF018297	BSF018301	BSF018305	0						1.057642131	1.100284354	1.034181869	0.979025901	1.008338691	
Prestw-264	Dyclonine hydrochloride	B	D22	BSF018293	BSF018297	BSF018301	BSF018305	0						1.056969034	0.989379933	0.933817476	0.951576577	0.892718811	
Prestw-265	Dimenhydrinate	B	E22	BSF018293	BSF018297	BSF018301	BSF018305	0						1.060032314	1.170596073	1.094250533	0.979025901	1.083048231	
Prestw-266	Disopyramide	B	F22	BSF018293	BSF018297	BSF018301	BSF018305	0						1.074586329	1.113836154	1.033849056	0.933277027	0.99214879	
Prestw-267	Clotrimazole	B	G22	BSF018293	BSF018297	BSF018301	BSF018305	0						1.014261688	0.841411832	0.822887439	0.969876126	0.803177238	
Prestw-268	Vinpocetine	B	H22	BSF018293	BSF018297	BSF018301	BSF018305	1						0.789337249	0.793366983	1.010591421	1.024774775	0.785365136	
Prestw-269	Clomipramine hydrochloride	B	I22	BSF018293	BSF018297	BSF018301	BSF018305	0						1.041247401	0.991216099	0.958369582	1.107122748	0.96876389	
Prestw-270	Fendiline hydrochloride	B	K22	BSF018293	BSF018297	BSF018301	BSF018305	0						0.993876451	0.986182318	0.993349618	1.070523649	0.954485541	
Prestw-271	Vincamine	B	L22	BSF018293	BSF018297	BSF018301	BSF018305	1						0.9248977	0.767463609	0.846605736	0.850929054	0.745969943	
Prestw-272	Indomethacin	B	M22	BSF018293	BSF018297	BSF018301	BSF018305	1						0.773279067	0.759196384	1.002087043	1.015625	0.811868485	
Prestw-273	Cortisone	B	N22	BSF018293	BSF018297	BSF018301	BSF018305	1						0.673118047	0.596171722	0.928948201	0.878378378	0.647366444	
Prestw-274	Prednisolone	B	O22	BSF018293	BSF018297	BSF018301	BSF018305	1						0.578760775	0.604653912	1.063748919	0.969876126	0.764844037	
Prestw-275	Fenofibrate	B	P22	BSF018293	BSF018297	BSF018301	BSF018305	1						1.039296792	1.025162776	0.979244327	0.99732545	0.964730566	
Prestw-276	Bumetanide	C	A3	BSF018293	BSF018297	BSF018301	BSF018305	0						0.884189041	0.927496664	1.056277336	0.99732545	1.066387222	
Prestw-277	Labetalol hydrochloride	C	B3	BSF018293	BSF018297	BSF018301	BSF018305	0						0.886874563	0.963342205	1.089875372	1.152871622	1.176130931	
Prestw-278	Cinnarizine	C	C3	BSF018293	BSF018297	BSF018301	BSF018305	0						0.982104114	1.010983993	1.027693001	0.905827703	1.048085007	
Prestw-279	Methylprednisolone, 6-alpha	C	D3	BSF018293	BSF018297	BSF018301	BSF018305	1						0.471731413	0.503449822	1.059175089	0.924127252	0.736596603	
Prestw-280	Quinidine hydrochloride monohydrate	C	F3	BSF018293	BSF018297	BSF018301	BSF018305	0						0.950832557	0.919856422	0.965868564	1.015625	0.95746467	
Prestw-281	Fludrocortisone acetate	C	G3	BSF018293	BSF018297	BSF018301	BSF018305	0						0.539631835	0.579314823	1.062077475	0.896677928	0.740290967	
Prestw-282	Fenoterol hydrobromide	C	H3	BSF018293	BSF018297	BSF018301	BSF018305	0						0.989796656	0.951528045	0.957717608	1.097972973	0.930976298	
Prestw-283	Homochlorcyclizine dihydrochloride	C	I3	BSF018293	BSF018297	BSF018301	BSF018305	0						0.964603581	1.053368076	1.099384504	1.024774775	1.092729778	
Prestw-284	Diethylcarbamazine citrate	C	J3	BSF018294	BSF018298	BSF018302	BSF018306	0						0.946271978	0.88508571	0.943083504	0.924127252	0.976942872	
Prestw-285	Chenodiol	C	K3	BSF018294	BSF018298	BSF018302	BSF018306	0						0.960104817	1.012927641	1.049996286	1.015625	1.042985358	
Prestw-286	Perhexiline maleate	C	L3	BSF018294	BSF018298	BSF018302	BSF018306	0						1.041529003	1.119138643	1.077937171	0.99732545	1.114917319	
Prestw-287	Oxybutynin chloride	C	M3	BSF018294	BSF018298	BSF018302	BSF018306	0						0.970242489	0.918342705	0.953791825	0.914977477	0.913132672	
Prestw-288	Spiperone	C	N3	BSF018294	BSF018298	BSF018302	BSF018306	0						0.94473347	0.916658806	0.964576727	1.079673423	0.939763795	
Prestw-289	Pyrilamine maleate	C	O3	BSF018294	BSF018298	BSF018302	BSF018306	0						0.939280007	0.870217244	0.9303525	0.905827703	0.906288492	
Prestw-290	Sulfinpyrazone	C	A4	BSF018294	BSF018298	BSF018302	BSF018306	0						0.939424242	0.962768963	1.02837568	1.043074324	1.033234578	
Prestw-291	Dantrolene sodium salt	C	B4	BSF018294	BSF018298	BSF018302	BSF018306	0						0.934506509	0.913344751	0.984114229	0.933277027	0.977127301	
Prestw-292	Trazodone hydrochloride	C	C4	BSF018294	BSF018298	BSF018302	BSF018306	0						0.984837714	0.964336422	0.984369391	0.988175676	0.961649379	
Prestw-293	Glafenine hydrochloride	C	D4	BSF018294	BSF018298	BSF018302	BSF018306	0						1.007111745	0.949620224	0.935192656	0.786880631	0.908430947	
Prestw-294	Pimethixene maleate	C	E4	BSF018294	BSF018298	BSF018302	BSF018306	0						0.988505408	1.086786296	1.097287467	1.006475225	1.162643852	
Prestw-295	Pergolide mesylate	C	F4	BSF018294	BSF018298	BSF018302	BSF018306	0						1.003869888	1.033062768	1.025408007	1.015625	1.021337405	
Prestw-296	Acemetacin	C	G4	BSF018294	BSF018298	BSF018302	BSF018306	0						1.007194165	0.980763389	0.968899847	0.869228604	0.932697463	
Prestw-297	Benzydamine hydrochloride	C	H4	BSF018294	BSF018298	BSF018302	BSF018306	0						1.069318311	1.057201632	0.987130984	0.914977477	0.961983056	
Prestw-298	Fipexide hydrochloride	C	I4	BSF018294	BSF018298	BSF018302	BSF018306	0						1.03760718	1.008225265	0.973775744	1.052224099	0.914573333	
Prestw-299	Mifepristone	C	J4	BSF018294	BSF018298	BSF018302	BSF018306	1						0.958957804	0.971036188	1.008002835	0.979025901	0.972072391	
Prestw-300	Diperodon hydrochloride	C	M4	BSF018294	BSF018298	BSF018302	BSF018306	0						1.024488648	1.053448688	1.038731217	0.99732545	1.010574813	
Prestw-301	Lisinopril	C	N4	BSF018294	BSF018298	BSF018302	BSF018306	0						0.993045382	0.993876301	1.005380788	1.143721847	0.992908998	
Prestw-302	Lincomycin hydrochloride	C	O4	BSF018294	BSF018298	BSF018302	BSF018306	0						1.019632731	1.072535857	1.053684107	1.189470721	1.061964528	
Prestw-303	Telenzepine dihydrochloride	C	P4	BSF018294	BSF018298	BSF018302	BSF018306	0						0.985510811	0.965850139	0.98387484	0.942426802	0.965980199	
Prestw-304	Econazole nitrate	C	A5	BSF018294	BSF018298	BSF018302	BSF018306	0						0.937686551	0.93382024	0.995162665	1.043074324	0.93065806	
Prestw-305	Bupivacaine hydrochloride	C	B5	BSF018294	BSF018298	BSF018302	BSF018306	0						0.988271885	0.903707119	0.903901576	0.832629505	0.896073017	
Prestw-306	Clemastine fumarate	C	C5	BSF018294	BSF018298	BSF018302	BSF018306	0						0.988835089	1.040452216	1.051661292	0.933277027	1.062834717	
Prestw-307	Oxytetracycline dihydrate	C	D5	BSF018294	BSF018298	BSF018302	BSF018306	0						1.002647323	0.987866216	0.98085432	1.006475225	0.944117707	
Prestw-308	Pimozide	C	E5	BSF018294	BSF018298	BSF018302	BSF018306	0						1.00435754	1.110495228	1.102228169	0.988175676	1.163977293	
Prestw-309	Amodiaquin dihydrochloride dihydrate	C	F5	BSF018294	BSF018298	BSF018302	BSF018306	0						0.986685298	1.161003226	1.174035821	1.052224099	1.247074183	
Prestw-310	Mebeverine hydrochloride	C	H5	BSF018294	BSF018298	BSF018302	BSF018306	0						0.994652574	0.982563727	0.990345815	1.006475225	0.912097572	
Prestw-311	Ifenprodil tartrate	C	I5	BSF018294	BSF018298	BSF018302	BSF018306	0						1.007304058	0.95061444	0.943096236	1.043074324	0.923936045	
Prestw-312	Flunarizine dihydrochloride	C	J5	BSF018294	BSF018298	BSF018302	BSF018306	0						1.031384463	0.924854376	0.89819596	0.832629505	0.847909483	
Prestw-313	Trifluoperazine dihydrochloride	C	K5	BSF018294	BSF018298	BSF018302	BSF018306	0						1.027242853	1.039153465	1.015372945	0.914977477	0.90891352	
Prestw-314	Enalapril maleate	C	L5	BSF018294	BSF018298	BSF018302	BSF018306	0						1.014289161	1.000934343	0.981051253	0.933277027	0.987402105	
Prestw-315	Minocycline hydrochloride	C	M5	BSF018294	BSF018298	BSF018302	BSF018306	0						0.975757767	0.857588006	0.886290942	0.878378378	0.84434738	
Prestw-316	Glibenclamide	C	N5	BSF018294	BSF018298	BSF018302	BSF018306	0						0.992832463	0.982626426	0.99319874	1.107122748	0.972312826	
Prestw-317	Guanethidine sulfate	C	O5	BSF018294	BSF018298	BSF018302	BSF018306	0						1.019000843	0.996769381	0.991298376	0.99732545	0.973636554	
Prestw-318	Quinacrine dihydrochloride dihydrate	C	P5	BSF018294	BSF018298	BSF018302	BSF018306	1						0.679299554	0.641717593	0.923481745	0.80518018	0.59142873	
Prestw-319	Clofilium tosylate	C	A6	BSF018294	BSF018298	BSF018302	BSF018306	0						0.876977283	0.860409431	0.988123399	0.960726351	0.945248037	
Prestw-320	Fluphenazine dihydrochloride	C	C6	BSF018294	BSF018298	BSF018302	BSF018306	0						0.941677058	0.974395028	1.042311343	0.960726351	1.030934922	
Prestw-321	Streptomycin sulfate	C	D6	BSF018294	BSF018298	BSF018302	BSF018306	0						1.017489808	0.938898806	0.915835452	0.832629505	0.884330952	
