Prestwick Chemical Library ID	Compound Name	Subset	Well	Plate1	Plate2	Plate3	Plate4	NonInfectedToxHit	EPFL_mean_numberOfNucleiScore	EPFL_mean_numberOfInfectedNucleiScore	EPFL_mean_infectionIndexScore	EPFL_mean_numberOfPlaquesScore	EPFL_mean_totalVirusIntensityScore	EPFL_mean_numberOfNuclei_normalized	EPFL_mean_numberOfInfectedNuclei_normalized	EPFL_mean_infectionIndex_normalized	EPFL_mean_numberOfPlaques_normalized	EPFL_mean_totalVirusIntensity_normalized	Validation_ongoing
Prestw-908	Ethynodiol diacetate	D	K17	BSF018295	BSF018299	BSF018303	BSF018307	0						0.002	-0.142	-0.147	-0.088	-0.169	
Prestw-909	Nabumetone	D	L17	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.041	-0.023	0.027	0.086	0.065	
Prestw-910	Nisoxetine hydrochloride	D	N17	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.037	-0.159	-0.105	0.041	-0.138	
Prestw-911	(+)-Isoproterenol (+)-bitartrate salt	D	O17	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.017	0.01	0.04	-0.032	0.047	
Prestw-912	Monobenzone	D	P17	BSF018295	BSF018299	BSF018303	BSF018307	0						0.024	-0.233	-0.285	-0.016	-0.35	
Prestw-913	2-Aminobenzenesulfonamide	D	A18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.086	0.031	-0.072	-0.041	-0.08	
Prestw-914	Estrone	D	B18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.038	0.021	-0.023	-0.064	-0.046	
Prestw-915	Lorglumide sodium salt	D	C18	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.015	-0.044	-0.015	0.063	-0.027	
Prestw-916	Nitrendipine	D	D18	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.108	0.076	0.193	0.088	0.189	
Prestw-917	Flurbiprofen	D	E18	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.022	-0.125	-0.093	0.006	-0.081	
Prestw-918	Nimodipine	D	F18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.003	0.061	0.066	0.099	0.114	
Prestw-919	Bacitracin	D	G18	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.008	-0.099	-0.089	-0.065	-0.132	
Prestw-920	L(-)-vesamicol hydrochloride	D	I18	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.028	0.055	0.1	0.111	0.14	
Prestw-921	Nizatidine	D	J18	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.047	-0.147	-0.085	0.065	-0.074	
Prestw-922	Thioperamide maleate	D	K18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.024	-0.086	-0.115	0.063	-0.141	
Prestw-923	Xamoterol hemifumarate	D	L18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.02	-0.13	-0.146	-0.053	-0.168	
Prestw-924	Rolipram	D	M18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.025	0.11	0.096	0.121	0.143	
Prestw-925	Thonzonium bromide	D	N18	BSF018295	BSF018299	BSF018303	BSF018307	0		0.618				0.19	0.618	0.535	0.458	0.743	
Prestw-926	Idazoxan hydrochloride	D	O18	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.008	0.115	0.144	0.133	0.166	
Prestw-927	Quinapril HCl	D	P18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.061	-0.041	-0.119	0.007	-0.109	
Prestw-928	Nilutamide	D	A19	BSF018295	BSF018299	BSF018303	BSF018307	0						0.091	0.068	-0.035	0.063	-0.007	
Prestw-929	Ketorolac tromethamine	D	B19	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.02	0.137	0.173	0.028	0.17	
Prestw-930	Protriptyline hydrochloride	D	D19	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.082	-0.279	-0.178	0.027	-0.218	
Prestw-931	Propofol	D	E19	BSF018295	BSF018299	BSF018303	BSF018307	0						0.017	-0.025	-0.04	0.004	-0.013	
Prestw-932	S(-)Eticlopride hydrochloride	D	F19	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.043	-0.111	-0.063	0.051	-0.064	
Prestw-933	Primidone	D	G19	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.017	-0.055	-0.036	-0.007	-0.032	
Prestw-934	Flucytosine	D	H19	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.022	0.042	0.07	0.04	0.097	
Prestw-935	(-)-MK 801 hydrogen maleate	D	I19	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.05	-0.107	-0.049	0.006	0.009	
Prestw-936	Bephenium hydroxynaphthoate	D	J19	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.042	-0.04	0.017	0.087	0.054	
Prestw-937	Dehydroisoandosterone 3-acetate	D	K19	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.035	0.017	0.067	0.11	0.106	
Prestw-938	Benserazide hydrochloride	D	L19	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.021	-0.101	-0.076	0.018	-0.094	
Prestw-939	Iodipamide	D	M19	BSF018295	BSF018299	BSF018303	BSF018307	0						0	0.029	0.035	-0.04	0.037	
Prestw-941	Pentetic acid	D	O19	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.012	-0.12	-0.105	0.029	-0.172	
Prestw-942	Bretylium tosylate	D	P19	BSF018295	BSF018299	BSF018303	BSF018307	0						0.016	0.022	0.012	0.03	0.036	
Prestw-943	Pralidoxime chloride	D	A20	BSF018295	BSF018299	BSF018303	BSF018307	0						0.069	-0.052	-0.145	-0.03	-0.148	
Prestw-944	Phenoxybenzamine hydrochloride	D	B20	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.03	0.076	0.117	0.029	0.109	
Prestw-945	Salmeterol	D	C20	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.025	-0.054	-0.022	0.098	-0.042	
Prestw-946	Altretamine	D	D20	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.041	-0.087	-0.036	0.132	-0.046	
Prestw-947	Prazosin hydrochloride	D	E20	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.02	-0.228	-0.209	-0.041	-0.27	
Prestw-948	Timolol maleate salt	D	F20	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.058	-0.145	-0.071	-0.052	-0.098	
Prestw-949	(+,-)-Octopamine hydrochloride	D	G20	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.009	0.026	0.049	0.028	0.058	
Prestw-951	Crotamiton	D	I20	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.041	0.027	0.072	0.004	0.131	
Prestw-953	(S)-(-)-Atenolol	D	J20	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.04	-0.064	-0.01	0.18	0.032	
Prestw-954	Tyloxapol	D	K20	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.034	-0.254	-0.216	0.017	-0.26	
Prestw-955	Florfenicol	D	L20	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.014	-0.007	0.013	-0.062	0.078	
Prestw-956	Megestrol acetate	D	M20	BSF018295	BSF018299	BSF018303	BSF018307	0						0.081	0.174	0.098	-0.018	0.126	
Prestw-957	Deoxycorticosterone	D	N20	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.005	0.168	0.186	0.121	0.25	
Prestw-958	Urosiol	D	O20	BSF018295	BSF018299	BSF018303	BSF018307	0						0.039	-0.078	-0.13	-0.04	-0.198	
Prestw-959	Proparacaine hydrochloride	D	P20	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.005	-0.068	-0.063	0.018	-0.063	
Prestw-960	Aminocaproic acid	D	B21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.024	0	-0.031	0.004	-0.069	
Prestw-961	Denatonium benzoate	D	C21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.022	0.013	-0.005	0.049	-0.004	
Prestw-963	Enilconazole	D	D21	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.016	0.071	0.1	0.074	0.145	
Prestw-964	Methacycline hydrochloride	D	E21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.013	-0.12	-0.149	-0.1	-0.211	
Prestw-966	Sotalol hydrochloride	D	F21	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.025	-0.04	-0.01	-0.028	-0.003	
Prestw-968	Decamethonium bromide	D	G21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.016	0.035	0.021	-0.053	0.015	
Prestw-971	Remoxipride Hydrochloride	D	I21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.003	0.001	0.004	0.133	0.017	
Prestw-972	THIP Hydrochloride	D	J21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.05	0.058	0.009	0.064	0.026	
Prestw-973	Pirlindole mesylate	D	K21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.013	-0.17	-0.195	-0.042	-0.198	
Prestw-974	Pronethalol hydrochloride	D	L21	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.021	-0.079	-0.056	0.007	-0.058	
Prestw-975	Naftopidil dihydrochloride	D	M21	BSF018295	BSF018299	BSF018303	BSF018307	1	0.621	0.676				0.621	0.676	-0.069	0.306	0.561	
Prestw-976	Tracazolate hydrochloride	D	N21	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.009	-0.042	-0.027	0.019	-0.039	
Prestw-977	Zardaverine	D	O21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.046	-0.085	-0.15	-0.123	-0.2	
Prestw-978	Memantine Hydrochloride	D	P21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.056	-0.117	-0.197	-0.006	-0.264	
Prestw-979	Ozagrel hydrochloride	D	A22	BSF018295	BSF018299	BSF018303	BSF018307	0						0.077	0.008	-0.086	-0.018	-0.1	
Prestw-980	Piribedil hydrochloride	D	C22	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.06	-0.061	0.017	0.004	0.01	
Prestw-981	Nitrocaramiphen hydrochloride	D	D22	BSF018295	BSF018299	BSF018303	BSF018307	0						0.049	0.23	0.199	-0.019	0.227	
Prestw-982	Nandrolone	D	E22	BSF018295	BSF018299	BSF018303	BSF018307	0						0.098	0.105	-0.004	-0.191	0.008	
Prestw-983	Dimaprit dihydrochloride	D	F22	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.081	-0.057	0.024	-0.178	-0.063	
Prestw-986	Proscillaridin A	D	G22	BSF018295	BSF018299	BSF018303	BSF018307	1	0.989	1.132	1.138	1.001	1.327	0.989	1.132	1.138	1.001	1.327	
Prestw-991	Gliquidone	D	I22	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.016	0.029	0.048	-0.008	0.067	
Prestw-992	Pizotifen malate	D	J22	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.03	-0.128	-0.093	0.076	-0.009	
Prestw-993	Ribavirin	D	K22	BSF018295	BSF018299	BSF018303	BSF018307	0						0.006	0.075	0.082	0.087	0.092	
Prestw-994	Cyclopenthiazide	D	L22	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.02	0.105	0.134	0.238	0.179	
Prestw-995	Fluvoxamine maleate	D	M22	BSF018295	BSF018299	BSF018303	BSF018307	0						0.017	-0.042	-0.062	-0.017	-0.092	
Prestw-997	Fluticasone propionate	D	N22	BSF018295	BSF018299	BSF018303	BSF018307	1	0.639	0.645				0.639	0.645	-0.224	0.179	0.495	
Prestw-998	Zuclopenthixol hydrochloride	D	O22	BSF018295	BSF018299	BSF018303	BSF018307	1						0.09	-0.043	-0.164	-0.088	-0.203	
Prestw-999	Proguanil hydrochloride	D	P22	BSF018295	BSF018299	BSF018303	BSF018307	0						0.006	-0.296	-0.32	-0.204	-0.404	
Prestw-1000	Lymecycline	A	D3	BSF018295	BSF018299	BSF018303	BSF018307	0						0.009	0.053	0.049	0.06	0.014	
Prestw-1001	Alfadolone acetate	A	E3	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.027	0.062	0.098	0.076	0.098	
Prestw-1002	Alfaxalone	A	F3	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.007	-0.043	-0.032	0.007	-0.069	
Prestw-1003	Azapropazone	A	G3	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.057	0.029	0.099	0.037	0.069	
Prestw-1004	Meptazinol hydrochloride	A	H3	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.035	-0.184	-0.147	-0.026	-0.203	
Prestw-1005	Apramycin	A	I3	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.029	0.068	0.107	0.046	0.11	
Prestw-1007	Fursultiamine Hydrochloride	A	J3	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.024	0.015	0.046	-0.019	0.059	
Prestw-1008	Gabexate mesilate	A	K3	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.034	0.004	0.05	-0.117	0.034	
Prestw-1009	Pivampicillin	A	L3	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.018	-0.006	0.014	-0.008	0.042	
Prestw-1011	Flucloxacillin sodium	A	N3	BSF018292	BSF018296	BSF018300	BSF018304	0						0.036	0.102	0.066	0.065	0.052	
Prestw-1012	Trapidil	A	O3	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.039	0.021	0.062	-0.016	0.054	
Prestw-1013	Deptropine citrate	A	P3	BSF018292	BSF018296	BSF018300	BSF018304	0						0.039	-0.007	-0.049	-0.079	-0.029	
Prestw-1014	Sertraline	A	A4	BSF018292	BSF018296	BSF018300	BSF018304	0						0.041	-0.04	-0.093	-0.041	-0.071	
Prestw-1015	Ethamsylate	A	B4	BSF018292	BSF018296	BSF018300	BSF018304	0						0.012	-0.015	-0.019	0.038	-0.089	
Prestw-1016	Moxonidine	A	C4	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.032	0.207	0.251	0.228	0.275	
Prestw-1017	Etilefrine hydrochloride	A	D4	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.052	0.095	0.156	-0.002	0.171	
Prestw-1018	Alprostadil	A	E4	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.03	-0.007	0.028	0.007	0.028	
Prestw-1019	Tribenoside	A	F4	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.042	-0.072	-0.023	-0.036	-0.068	
Prestw-1020	Rimexolone	A	H4	BSF018292	BSF018296	BSF018300	BSF018304	1	0.436	0.48				0.436	0.48	-0.026	0.086	0.315	
Prestw-1021	Isradipine	A	I4	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.08	-0.049	0.041	-0.093	0.035	
Prestw-1023	Isometheptene mucate	A	J4	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.064	-0.017	0.057	0.007	0.068	
Prestw-1024	Nifurtimox	A	K4	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.06	-0.071	-0.003	-0.056	-0.001	
Prestw-1025	Letrozole	A	L4	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.034	-0.04	0.004	-0.011	-0.013	
Prestw-1026	Arbutin	A	M4	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.079	0.104	0.187	0.032	0.194	
Prestw-1027	Tocainide hydrochloride	A	N4	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.033	-0.032	0.007	0.01	0.008	
Prestw-1028	Benzathine benzylpenicillin	A	O4	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.01	0.138	0.163	0.119	0.164	
Prestw-1029	Risperidone	A	P4	BSF018292	BSF018296	BSF018300	BSF018304	0						0	-0.056	-0.055	0.057	-0.058	
Prestw-1030	Torsemide	A	B5	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.054	-0.034	0.029	-0.012	-0.011	
Prestw-1031	Halofantrine hydrochloride	A	C5	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.021	-0.312	-0.297	-0.015	-0.433	
Prestw-1032	Articaine hydrochloride	A	D5	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.069	0.096	0.168	0.057	0.18	
Prestw-1033	Nomegestrol acetate	A	E5	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.032	-0.047	-0.007	0.022	0.012	
Prestw-1034	Pancuronium bromide	A	F5	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.087	-0.122	-0.028	-0.168	-0.054	
Prestw-1035	Molindone hydrochloride	A	G5	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.077	-0.052	0.036	-0.022	0.012	
Prestw-1036	Alcuronium chloride	A	H5	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.079	-0.015	0.078	-0.065	0.073	
Prestw-1037	Zalcitabine	A	I5	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.074	0.208	0.293	0.122	0.236	
Prestw-1038	Methyldopate hydrochloride	A	J5	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.051	-0.047	0.013	-0.044	-0.013	
Prestw-1039	Levocabastine hydrochloride	A	K5	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.093	-0.125	-0.014	-0.012	-0.046	
Prestw-1040	Pyrvinium pamoate	A	M5	BSF018292	BSF018296	BSF018300	BSF018304	1	0.823	1.043	0.668	1	1.214	0.823	1.043	0.668	1.001	1.214	
Prestw-1041	Etomidate	A	N5	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.019	-0.015	0.009	0.015	0.005	
Prestw-1042	Tridihexethyl chloride	A	O5	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.028	0.073	0.11	0.108	0.146	
Prestw-1043	Penbutolol sulfate	A	P5	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.009	-0.164	-0.157	-0.019	-0.223	
Prestw-1044	Prednicarbate	A	A6	BSF018292	BSF018296	BSF018300	BSF018304	1	0.536					0.536	0.472	-0.288	-0.095	0.161	
Prestw-1045	Sertaconazole nitrate	A	B6	BSF018292	BSF018296	BSF018300	BSF018304	0						0.052	0.21	0.173	0.021	0.206	
Prestw-1046	Repaglinide	A	C6	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.007	0.13	0.148	0.149	0.134	
Prestw-1047	Piretanide	A	D6	BSF018292	BSF018296	BSF018300	BSF018304	0						0.002	0.022	0.02	0.061	0.013	
Prestw-1048	Piperacetazine	A	E6	BSF018292	BSF018296	BSF018300	BSF018304	0						0.028	-0.094	-0.145	-0.077	-0.181	
Prestw-1049	Oxyphenbutazone	A	F6	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.057	-0.092	-0.022	-0.154	-0.04	
Prestw-1050	Quinethazone	A	H6	BSF018292	BSF018296	BSF018300	BSF018304	0						0.031	0.049	0.013	-0.126	0.02	
Prestw-1051	Moricizine hydrochloride	A	I6	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.041	0.091	0.138	0.008	0.193	
Prestw-1052	Iopanoic acid	A	J6	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.052	0.008	0.072	0.151	0.113	
Prestw-1053	Pivmecillinam hydrochloride	A	K6	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.057	-0.135	-0.069	-0.14	-0.127	
Prestw-1054	Levopropoxyphene napsylate	A	L6	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.033	-0.076	-0.038	-0.027	-0.041	
Prestw-1055	Piperidolate hydrochloride	A	M6	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.053	-0.11	-0.046	0.026	-0.075	
Prestw-1056	Trifluridine	A	N6	BSF018292	BSF018296	BSF018300	BSF018304	0	0.26					0.26	0.329	0.047	0.005	0.212	
Prestw-1057	Oxprenolol hydrochloride	A	O6	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.046	-0.007	0.046	-0.074	0.053	
Prestw-1058	Ondansetron Hydrochloride	A	P6	BSF018292	BSF018296	BSF018300	BSF018304	0						0.042	0.034	-0.002	0.063	-0.03	
Prestw-1059	Propoxycaine hydrochloride	A	A7	BSF018292	BSF018296	BSF018300	BSF018304	0						0.008	0.031	0.028	-0.052	0.028	
Prestw-1060	Oxaprozin	A	C7	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.032	0.012	0.049	0.097	0.097	
Prestw-1061	Phensuximide	A	D7	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.084	-0.033	0.059	-0.106	0.06	
Prestw-1062	Ioxaglic acid	A	E7	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.035	-0.021	0.02	-0.087	0.035	
Prestw-1063	Naftifine hydrochloride	A	F7	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.071	-0.042	0.039	0.037	0.057	
Prestw-1064	Meprylcaine hydrochloride	A	G7	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.081	-0.182	-0.087	-0.081	-0.145	
Prestw-1065	Milrinone	A	H7	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.089	-0.104	0.004	0.032	0.019	
Prestw-1066	Methantheline bromide	A	I7	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.038	0.047	0.092	0.135	0.095	
Prestw-1067	Ticarcillin sodium	A	J7	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.045	-0.039	0.014	-0.108	0.017	
Prestw-1068	Thiethylperazine dimalate	A	K7	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.075	-0.21	-0.121	-0.234	-0.153	
Prestw-1069	Mesalamine	A	L7	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.093	-0.109	-0.002	-0.033	-0.015	
Prestw-1071	Imidurea	A	M7	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.049	-0.018	0.044	0.044	0.034	
Prestw-1072	Lansoprazole	A	N7	BSF018292	BSF018296	BSF018300	BSF018304	0						0.001	-0.075	-0.076	-0.048	-0.106	
Prestw-1073	Bethanechol chloride	A	O7	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.052	-0.091	-0.027	0.048	-0.067	
Prestw-1074	Cyproterone acetate	A	P7	BSF018292	BSF018296	BSF018300	BSF018304	0						0.05	0.046	-0.007	-0.011	-0.012	
Prestw-1075	(R)-Propranolol hydrochloride	A	A8	BSF018292	BSF018296	BSF018300	BSF018304	0						0.076	0.028	-0.064	-0.017	-0.07	
Prestw-1076	Ciprofibrate	A	B8	BSF018292	BSF018296	BSF018300	BSF018304	0						0.035	0.063	0.028	0.042	0.062	
Prestw-1078	Benzylpenicillin sodium	A	C8	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.018	0.046	0.072	0.072	0.078	
Prestw-1080	Methiazole	A	E8	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.032	0.01	0.051	-0.008	0.075	
Prestw-1081	(S)-propranolol hydrochloride	A	F8	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.052	-0.177	-0.108	-0.001	-0.136	
Prestw-1082	(-)-Eseroline fumarate salt	A	G8	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.06	-0.238	-0.165	-0.185	-0.315	
Prestw-1086	D-cycloserine	A	H8	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.052	-0.074	-0.016	-0.129	-0.047	
Prestw-1088	(+,-)-Synephrine	A	I8	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.043	-0.049	0.003	-0.119	-0.008	
Prestw-1089	(S)-(-)-Cycloserine	A	J8	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.077	0.115	0.203	0.027	0.226	
Prestw-1090	Homosalate	A	L8	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.083	-0.091	0.007	-0.015	-0.03	
Prestw-1091	Spaglumic acid	A	M8	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.043	0.037	0.086	-0.015	0.083	
Prestw-1092	Ranolazine	A	N8	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.072	-0.065	0.02	0.058	-0.002	
Prestw-1094	Sulfadoxine	A	O8	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.023	-0.112	-0.085	0.055	-0.111	
Prestw-1095	Cyclopentolate hydrochloride	A	P8	BSF018292	BSF018296	BSF018300	BSF018304	0						0.003	-0.102	-0.105	-0.062	-0.108	
Prestw-1096	Estriol	A	A9	BSF018292	BSF018296	BSF018300	BSF018304	0						0.046	-0.048	-0.115	-0.079	-0.155	
Prestw-1097	(-)-Isoproterenol hydrochloride	A	B9	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.027	0.01	0.048	-0.015	0.023	
Prestw-1099	Nialamide	A	C9	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.016	0.108	0.13	0.044	0.145	
Prestw-1101	Perindopril	A	F9	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.05	-0.11	-0.053	0.066	-0.085	
Prestw-1102	Fexofenadine HCl	A	G9	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.02	-0.022	0.003	-0.151	-0.026	
Prestw-1104	Clonixin Lysinate	A	H9	BSF018292	BSF018296	BSF018300	BSF018304	1	0.297					0.297	0.446	0.167	0.064	0.359	
Prestw-1105	Verteporfin	A	I9	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.022	0.051	0.082	0.012	0.093	
Prestw-1106	Meropenem	A	J9	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.028	-0.036	-0.003	0.083	-0.001	
Prestw-1107	Ramipril	A	K9	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.038	-0.103	-0.057	0	-0.065	
Prestw-1108	Mephenytoin	A	L9	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.097	-0.068	0.036	-0.004	0.042	
Prestw-1109	Rifabutin	A	M9	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.046	0.018	0.067	0.058	0.119	
Prestw-1110	Parbendazole	A	O9	BSF018292	BSF018296	BSF018300	BSF018304	1						0.193	0.104	-0.141	-0.072	-0.038	
Prestw-1111	Mecamylamine hydrochloride	A	P9	BSF018292	BSF018296	BSF018300	BSF018304	0						0.036	-0.027	-0.071	-0.024	-0.076	
Prestw-1112	Procarbazine hydrochloride	A	A10	BSF018292	BSF018296	BSF018300	BSF018304	0						0.072	0.053	-0.034	-0.078	-0.009	
Prestw-1113	Viomycin sulfate	A	B10	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.047	-0.073	-0.01	0	-0.026	
Prestw-1114	Saquinavir mesylate	A	C10	BSF018292	BSF018296	BSF018300	BSF018304	0						0.02	-0.196	-0.235	-0.109	-0.251	
Prestw-1115	Ronidazole	A	D10	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.019	0.06	0.087	-0.032	0.12	
Prestw-1116	Dorzolamide hydrochloride	A	E10	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.029	-0.253	-0.223	-0.178	-0.287	
Prestw-1117	Azaperone	A	F10	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.055	-0.19	-0.129	-0.041	-0.168	
Prestw-1118	Cefepime hydrochloride	A	G10	BSF018292	BSF018296	BSF018300	BSF018304	0						0.015	0.061	0.04	0.089	0.029	
Prestw-1119	Clocortolone pivalate	A	H10	BSF018292	BSF018296	BSF018300	BSF018304	1	0.375					0.375	0.476	0.089	-0.004	0.381	
Prestw-1120	Nadifloxacin	A	J10	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.035	0.017	0.058	-0.058	0.065	
Prestw-1121	Carbadox	A	K10	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.03	-0.076	-0.039	0.02	-0.04	
Prestw-1125	Oxiconazole Nitrate	A	L10	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.046	0.049	0.102	-0.073	0.16	
Prestw-1127	Acipimox	A	M10	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.003	-0.049	-0.053	-0.074	-0.081	
Prestw-1129	Benazepril HCl	A	N10	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.017	0.098	0.126	0.017	0.175	
